record_id,sale_date,day_of_week,is_weekend,branch,category,campaign,customers_count,employee_count,units_sold,avg_price_per_unit,discount_rate,sales_amount,cost_amount,gross_profit,payment_method,returned,satisfaction_score,branch_a_outlier,special_high_sales_day
R02331,2026-03-18,???,FALSE,B,Food & Beverage,Member Day,110,21,123,417.04,5.9%,"48,269.39","30,593.17","17,676.22",Cash,FALSE,3.4,FALSE,FALSE
R02968,2026-03-18,???,FALSE,B,Fashion,None,75,12,78,596.98,5.0%,"44,236.45","26,307.77","17,928.68",E-Wallet,FALSE,4.4,FALSE,FALSE
R00272,2026-03-18,???,FALSE,C,Beauty,Member Day,111,19,92,803.53,9.1%,"67,197.80","34,112.17","33,085.63",Credit Card,FALSE,5,FALSE,FALSE
R00788,2026-03-18,???,FALSE,C,Food & Beverage,None,95,17,106,421.32,0.9%,"44,257.49","26,913.09","17,344.40",E-Wallet,FALSE,5,FALSE,FALSE
R01486,2026-03-18,???,FALSE,C,Electronics,Payday Promo,213,30,109,"1,620.33",11.0%,"157,188.26","109,862.66","47,325.60",Cash,FALSE,4.5,FALSE,FALSE
R01995,2026-03-18,???,FALSE,C,Home & Living,None,122,24,68,505.80,0.1%,"34,360.07","22,458.08","11,901.99",QR Payment,FALSE,4.4,FALSE,FALSE
R02289,2026-03-18,???,FALSE,C,Fashion,None,117,22,109,450.13,0.0%,"49,064.61","27,829.03","21,235.58",QR Payment,FALSE,3.8,FALSE,FALSE
R02441,2026-03-18,???,FALSE,C,Food & Beverage,None,39,10,58,236.57,2.7%,"13,350.47","8,433.02","4,917.45",Mobile Banking,FALSE,3.9,FALSE,FALSE
R00007,2026-03-18,???,FALSE,D,Sports,Payday Promo,159,26,115,935.65,8.2%,"98,776.44","51,620.55","47,155.89",Mobile Banking,FALSE,4.1,FALSE,FALSE
R00533,2026-03-18,???,FALSE,D,Beauty,Member Day,143,24,94,"1,045.43",9.2%,"89,229.50","40,153.28","49,076.22",Credit Card,FALSE,4.2,FALSE,FALSE
R00622,2026-03-18,???,FALSE,D,Fashion,Member Day,165,26,139,777.38,7.5%,"99,951.87","55,867.84","44,084.03",QR Payment,FALSE,4.6,FALSE,FALSE
R01109,2026-03-18,???,FALSE,D,Fashion,Member Day,160,27,139,781.87,7.7%,"100,312.05","58,772.52","41,539.53",Mobile Banking,FALSE,5,FALSE,FALSE
R01686,2026-03-18,???,FALSE,D,Electronics,None,133,21,52,"1,398.13",2.5%,"70,884.94","53,760.78","17,124.16",E-Wallet,FALSE,4.2,FALSE,FALSE
R02988,2026-03-18,???,FALSE,D,Food & Beverage,Weekend Boost,142,23,162,473.49,9.1%,"69,724.85","44,812.41","24,912.44",Mobile Banking,FALSE,4.1,FALSE,FALSE
R00843,2026-03-18,???,FALSE,E,Electronics,Member Day,128,21,51,"1,809.44",7.9%,"84,991.25","62,569.04","22,422.21",E-Wallet,FALSE,3.7,FALSE,FALSE
R01284,2026-03-18,???,FALSE,E,Food & Beverage,Weekend Boost,105,22,130,276.39,7.4%,"33,272.03","19,525.34","13,746.69",Credit Card,FALSE,4.2,FALSE,FALSE
R01475,2026-03-18,???,FALSE,E,Food & Beverage,None,80,16,91,316.80,4.1%,"27,646.86","17,675.38","9,971.48",Mobile Banking,FALSE,3.9,FALSE,FALSE
R00681,2026-03-19,????????,FALSE,A,Electronics,None,164,26,52,"2,205.98",3.1%,"111,154.93","83,243.72","27,911.21",E-Wallet,FALSE,4.6,FALSE,FALSE
R02565,2026-03-19,????????,FALSE,A,Home & Living,Member Day,86,18,66,572.75,8.7%,"34,513.07","22,642.85","11,870.22",Credit Card,FALSE,4.8,FALSE,FALSE
R00025,2026-03-19,????????,FALSE,B,Home & Living,None,97,20,40,975.31,5.5%,"36,866.77","23,870.54","12,996.23",QR Payment,FALSE,4.4,FALSE,FALSE
R00237,2026-03-19,????????,FALSE,B,Beauty,Weekend Boost,120,21,87,701.75,8.3%,"55,984.57","27,842.56","28,142.01",Credit Card,FALSE,4,FALSE,FALSE
R02166,2026-03-19,????????,FALSE,B,Food & Beverage,None,60,15,80,182.21,3.0%,"14,139.56","8,838.93","5,300.63",Credit Card,FALSE,4.3,FALSE,FALSE
R00037,2026-03-19,????????,FALSE,C,Food & Beverage,None,163,20,188,658.57,3.0%,"120,097.49","75,279.90","44,817.59",Credit Card,FALSE,4.1,FALSE,FALSE
R00119,2026-03-19,????????,FALSE,C,Electronics,None,163,26,49,"2,237.09",4.0%,"105,232.68","75,308.58","29,924.10",E-Wallet,FALSE,4.2,FALSE,FALSE
R00933,2026-03-19,????????,FALSE,C,Electronics,None,149,23,66,"1,481.41",0.7%,"97,088.67","66,902.71","30,185.96",Mobile Banking,FALSE,3.3,FALSE,FALSE
R01002,2026-03-19,????????,FALSE,C,Electronics,None,74,16,36,621.08,2.8%,"21,732.87","15,367.94","6,364.93",E-Wallet,FALSE,4.5,FALSE,FALSE
R01182,2026-03-19,????????,FALSE,C,Fashion,None,146,25,127,673.72,6.4%,"80,085.91","46,507.50","33,578.41",Credit Card,FALSE,4.5,FALSE,FALSE
R01433,2026-03-19,????????,FALSE,C,Fashion,None,124,19,91,917.98,0.0%,"83,536.61","47,751.22","35,785.39",Mobile Banking,FALSE,3.5,FALSE,FALSE
R02270,2026-03-19,????????,FALSE,C,Home & Living,None,108,23,70,468.51,2.7%,"31,910.47","19,317.61","12,592.86",Credit Card,FALSE,4.3,FALSE,FALSE
R00410,2026-03-19,????????,FALSE,D,Home & Living,None,113,21,60,855.54,2.7%,"49,946.70","30,276.17","19,670.53",Cash,FALSE,3.7,FALSE,FALSE
R01720,2026-03-19,????????,FALSE,D,Food & Beverage,None,149,20,175,423.98,1.4%,"73,158.52","45,076.08","28,082.44",E-Wallet,FALSE,4.1,FALSE,FALSE
R02858,2026-03-19,????????,FALSE,D,Food & Beverage,None,143,19,181,563.97,1.6%,"100,444.46","60,815.05","39,629.41",Credit Card,FALSE,4.2,FALSE,FALSE
R00854,2026-03-19,????????,FALSE,E,Fashion,None,191,28,155,754.49,3.0%,"113,437.41","64,166.73","49,270.68",Cash,FALSE,4.6,FALSE,FALSE
R01262,2026-03-19,????????,FALSE,E,Fashion,Weekend Boost,181,33,154,576.20,8.9%,"80,836.90","46,432.69","34,404.21",Mobile Banking,FALSE,5,FALSE,FALSE
R01396,2026-03-19,????????,FALSE,E,Sports,None,145,26,98,782.95,1.0%,"75,961.74","42,908.44","33,053.30",E-Wallet,FALSE,3.9,FALSE,FALSE
R00962,2026-03-20,?????,FALSE,A,Food & Beverage,Payday Promo,171,26,204,618.13,11.5%,"111,597.41","66,495.96","45,101.45",Credit Card,FALSE,4,FALSE,FALSE
R01419,2026-03-20,?????,FALSE,A,Fashion,Member Day,101,21,94,238.51,7.4%,"20,760.89","11,928.26","8,832.63",E-Wallet,FALSE,4.8,FALSE,FALSE
R02028,2026-03-20,?????,FALSE,A,Fashion,None,52,16,45,69.66,4.3%,"3,000.00","1,712.16","1,287.84",Mobile Banking,FALSE,4.5,FALSE,FALSE
R02896,2026-03-20,?????,FALSE,A,Fashion,None,137,20,125,753.46,3.9%,"90,508.80","55,106.53","35,402.27",E-Wallet,FALSE,4,FALSE,FALSE
R00010,2026-03-20,?????,FALSE,B,Food & Beverage,None,139,24,151,516.09,1.0%,"77,149.55","49,358.04","27,791.51",Mobile Banking,FALSE,4,FALSE,FALSE
R01230,2026-03-20,?????,FALSE,B,Fashion,Weekend Boost,148,31,123,582.58,7.8%,"66,068.34","38,984.66","27,083.68",E-Wallet,TRUE,4,FALSE,FALSE
R02182,2026-03-20,?????,FALSE,B,Beauty,Payday Promo,165,24,128,951.59,9.5%,"110,232.57","54,234.63","55,997.94",E-Wallet,FALSE,4.2,FALSE,FALSE
R02231,2026-03-20,?????,FALSE,B,Fashion,Payday Promo,126,22,113,486.72,8.2%,"50,489.46","27,214.19","23,275.27",E-Wallet,FALSE,4.5,FALSE,FALSE
R02414,2026-03-20,?????,FALSE,B,Fashion,Weekend Boost,122,24,88,522.41,8.5%,"42,064.62","23,637.10","18,427.52",QR Payment,FALSE,3.6,FALSE,FALSE
R01019,2026-03-20,?????,FALSE,C,Food & Beverage,None,114,17,162,420.84,5.7%,"64,290.23","38,047.11","26,243.12",Credit Card,FALSE,4.5,FALSE,FALSE
R01435,2026-03-20,?????,FALSE,C,Food & Beverage,Weekend Boost,103,17,124,482.62,7.4%,"55,416.34","34,093.68","21,322.66",QR Payment,FALSE,5,FALSE,FALSE
R02012,2026-03-20,?????,FALSE,C,Sports,Payday Promo,144,23,104,894.30,10.5%,"83,241.49","48,431.85","34,809.64",E-Wallet,FALSE,5,FALSE,FALSE
R00727,2026-03-20,?????,FALSE,D,Home & Living,None,152,23,88,"1,316.00",3.5%,"111,754.73","70,743.46","41,011.27",E-Wallet,FALSE,3.6,FALSE,FALSE
R02026,2026-03-20,?????,FALSE,D,Food & Beverage,None,38,18,36,84.43,1.3%,"3,000.00","1,824.07","1,175.93",QR Payment,FALSE,4.8,FALSE,FALSE
R02313,2026-03-20,?????,FALSE,E,Sports,Clearance Sale,102,17,32,"2,008.04",18.8%,"52,176.90","28,294.68","23,882.22",Credit Card,FALSE,4.1,FALSE,FALSE
R00630,2026-03-21,?????,TRUE,A,Electronics,Mega Sale,164,21,75,"2,886.73",17.6%,"178,400.18","131,817.84","46,582.34",E-Wallet,FALSE,4.6,FALSE,TRUE
R01193,2026-03-21,?????,TRUE,A,Fashion,Mega Sale,172,27,134,"1,239.75",15.1%,"141,041.53","76,005.84","65,035.69",QR Payment,FALSE,4.4,FALSE,TRUE
R01209,2026-03-21,?????,TRUE,A,Electronics,Mega Sale,157,32,46,"2,054.37",14.9%,"80,420.45","58,597.40","21,823.05",E-Wallet,FALSE,4.6,FALSE,TRUE
R01901,2026-03-21,?????,TRUE,A,Food & Beverage,Mega Sale,148,27,185,601.49,17.3%,"92,025.63","54,679.69","37,345.94",Credit Card,FALSE,4.5,FALSE,TRUE
R02557,2026-03-21,?????,TRUE,A,Fashion,Mega Sale,185,35,152,"1,000.53",15.5%,"128,507.95","76,082.03","52,425.92",Mobile Banking,FALSE,4.2,FALSE,TRUE
R00703,2026-03-21,?????,TRUE,B,Fashion,Mega Sale,205,27,177,"1,361.49",15.3%,"204,112.52","121,358.62","82,753.90",Credit Card,FALSE,4.7,FALSE,TRUE
R01395,2026-03-21,?????,TRUE,B,Fashion,Mega Sale,107,27,93,60.15,14.2%,"4,800.00","2,596.74","2,203.26",Credit Card,FALSE,4.3,FALSE,TRUE
R02727,2026-03-21,?????,TRUE,B,Home & Living,Mega Sale,149,30,91,"1,024.52",17.1%,"77,288.91","51,273.99","26,014.92",Credit Card,FALSE,3.9,FALSE,TRUE
R01600,2026-03-21,?????,TRUE,C,Home & Living,Mega Sale,189,27,120,"1,600.32",13.6%,"165,920.86","110,138.46","55,782.40",Mobile Banking,FALSE,4,FALSE,TRUE
R02051,2026-03-21,?????,TRUE,C,Fashion,Mega Sale,137,22,113,905.75,14.8%,"87,202.20","50,543.92","36,658.28",E-Wallet,FALSE,4.4,FALSE,TRUE
R00109,2026-03-21,?????,TRUE,D,Food & Beverage,Mega Sale,220,33,286,719.36,14.5%,"175,904.64","110,196.40","65,708.24",Cash,FALSE,3.6,FALSE,TRUE
R01207,2026-03-22,???????,TRUE,A,Fashion,Member Day,151,25,93,"1,054.10",6.6%,"91,561.61","50,880.07","40,681.54",Cash,FALSE,4.5,FALSE,FALSE
R01576,2026-03-22,???????,TRUE,A,Fashion,None,179,26,145,732.30,3.8%,"102,148.66","60,781.02","41,367.64",Cash,FALSE,4.7,FALSE,FALSE
R01955,2026-03-22,???????,TRUE,A,Food & Beverage,Member Day,102,20,135,226.37,10.2%,"27,442.73","17,250.88","10,191.85",Cash,FALSE,4.5,FALSE,FALSE
R02123,2026-03-22,???????,TRUE,A,Fashion,None,197,25,176,774.31,3.1%,"132,053.20","79,458.84","52,594.36",Mobile Banking,FALSE,4.2,FALSE,FALSE
R01680,2026-03-22,???????,TRUE,B,Beauty,None,111,15,88,692.67,4.1%,"58,456.13","30,150.47","28,305.66",Mobile Banking,FALSE,4.3,FALSE,FALSE
R02586,2026-03-22,???????,TRUE,B,Fashion,None,128,23,100,582.16,5.5%,"55,013.95","30,253.20","24,760.75",Credit Card,FALSE,3.9,FALSE,FALSE
R01709,2026-03-22,???????,TRUE,C,Home & Living,Member Day,113,26,67,660.81,8.6%,"40,466.71","26,072.07","14,394.64",E-Wallet,FALSE,4.2,FALSE,FALSE
R00635,2026-03-22,???????,TRUE,E,Food & Beverage,Member Day,158,25,188,544.31,7.4%,"94,758.13","57,354.05","37,404.08",E-Wallet,FALSE,4.4,FALSE,FALSE
R00008,2026-03-23,??????,FALSE,A,Home & Living,Weekend Boost,102,24,71,550.89,10.2%,"35,123.33","23,533.86","11,589.47",E-Wallet,FALSE,4.3,FALSE,FALSE
R01221,2026-03-23,??????,FALSE,B,Electronics,None,130,24,55,"1,208.12",4.5%,"63,456.53","47,791.69","15,664.84",Credit Card,FALSE,5,FALSE,FALSE
R01691,2026-03-23,??????,FALSE,B,Food & Beverage,Clearance Sale,114,18,157,532.77,17.8%,"68,756.06","42,697.45","26,058.61",Credit Card,FALSE,4.3,FALSE,FALSE
R01837,2026-03-23,??????,FALSE,B,Food & Beverage,None,136,25,182,400.17,1.9%,"71,446.84","40,408.08","31,038.76",Mobile Banking,FALSE,3.9,FALSE,FALSE
R00830,2026-03-23,??????,FALSE,C,Food & Beverage,None,158,29,182,446.46,3.2%,"78,656.22","46,693.67","31,962.55",Credit Card,FALSE,4.1,FALSE,FALSE
R01524,2026-03-23,??????,FALSE,C,Beauty,Weekend Boost,149,24,98,"1,133.52",7.9%,"102,309.30","51,244.71","51,064.59",QR Payment,FALSE,4.1,FALSE,FALSE
R01722,2026-03-23,??????,FALSE,C,Food & Beverage,None,137,19,147,560.39,5.1%,"78,176.66","51,333.37","26,843.29",Mobile Banking,FALSE,3.3,FALSE,FALSE
R01836,2026-03-23,??????,FALSE,C,Sports,None,99,18,65,546.93,2.1%,"34,803.93","20,150.57","14,653.36",Cash,FALSE,4.4,FALSE,FALSE
R02470,2026-03-23,??????,FALSE,C,Home & Living,None,110,12,74,"1,239.94",3.3%,"88,727.62","59,294.95","29,432.67",Credit Card,FALSE,4.1,FALSE,FALSE
R00214,2026-03-23,??????,FALSE,D,Fashion,Member Day,151,20,121,991.29,7.8%,"110,590.50","63,977.49","46,613.01",QR Payment,FALSE,4.6,FALSE,FALSE
R00419,2026-03-23,??????,FALSE,D,Electronics,Payday Promo,102,18,24,"3,051.65",11.2%,"65,036.83","43,229.23","21,807.60",QR Payment,FALSE,4.3,FALSE,FALSE
R01886,2026-03-23,??????,FALSE,D,Electronics,Member Day,118,16,49,"2,030.47",9.5%,"90,041.24","64,901.50","25,139.74",QR Payment,FALSE,5,FALSE,FALSE
R02979,2026-03-23,??????,FALSE,D,Fashion,None,180,31,140,685.23,1.7%,"94,301.50","55,713.04","38,588.46",Credit Card,FALSE,3.9,FALSE,FALSE
R01703,2026-03-23,??????,FALSE,E,Sports,Member Day,162,23,93,"1,181.71",6.9%,"102,316.21","60,584.39","41,731.82",E-Wallet,FALSE,4.2,FALSE,FALSE
R02003,2026-03-24,??????,FALSE,A,Electronics,None,93,14,34,"1,835.75",5.0%,"59,294.87","44,041.82","15,253.05",Credit Card,FALSE,4.3,FALSE,FALSE
R02558,2026-03-24,??????,FALSE,A,Electronics,None,170,30,80,"1,209.47",4.4%,"92,500.07","63,745.33","28,754.74",Credit Card,FALSE,4.7,FALSE,FALSE
R02953,2026-03-24,??????,FALSE,A,Food & Beverage,Weekend Boost,94,21,101,220.34,6.2%,"20,874.85","13,491.32","7,383.53",Credit Card,FALSE,4.3,FALSE,FALSE
R00463,2026-03-24,??????,FALSE,B,Electronics,None,168,25,67,"1,962.09",1.8%,"129,093.91","93,294.43","35,799.48",Mobile Banking,FALSE,4.7,FALSE,FALSE
R01556,2026-03-24,??????,FALSE,B,Electronics,Member Day,159,28,71,"1,409.81",8.6%,"91,488.08","64,661.61","26,826.47",Mobile Banking,FALSE,4.3,FALSE,FALSE
R02450,2026-03-24,??????,FALSE,B,Food & Beverage,Weekend Boost,120,22,145,438.08,7.3%,"58,884.27","36,651.24","22,233.03",E-Wallet,FALSE,4.6,FALSE,FALSE
R01125,2026-03-24,??????,FALSE,C,Fashion,Payday Promo,76,15,79,460.88,9.1%,"33,096.36","19,404.03","13,692.33",Cash,FALSE,3.9,FALSE,FALSE
R02082,2026-03-24,??????,FALSE,C,Beauty,None,173,30,122,801.37,1.1%,"96,691.93","46,377.35","50,314.58",Credit Card,FALSE,3.5,FALSE,FALSE
R02734,2026-03-24,??????,FALSE,C,Food & Beverage,Payday Promo,131,24,163,367.30,10.6%,"53,523.68","32,989.29","20,534.39",QR Payment,FALSE,3.7,FALSE,FALSE
R00741,2026-03-24,??????,FALSE,D,Fashion,Clearance Sale,136,22,89,"1,110.21",18.0%,"81,022.81","46,744.01","34,278.80",Credit Card,FALSE,4.2,FALSE,FALSE
R01126,2026-03-24,??????,FALSE,E,Beauty,None,105,22,67,619.38,3.2%,"40,170.35","20,443.04","19,727.31",Credit Card,FALSE,4.2,FALSE,FALSE
R01227,2026-03-24,??????,FALSE,E,Electronics,None,108,19,47,"1,004.37",2.8%,"45,883.70","32,981.24","12,902.46",QR Payment,FALSE,4.1,FALSE,FALSE
R01821,2026-03-24,??????,FALSE,E,Fashion,Weekend Boost,155,24,122,745.59,8.5%,"83,230.35","50,686.21","32,544.14",Credit Card,FALSE,3.8,FALSE,FALSE
R02346,2026-03-24,??????,FALSE,E,Beauty,Weekend Boost,86,19,67,346.49,3.5%,"22,402.00","11,397.63","11,004.37",E-Wallet,FALSE,5,FALSE,FALSE
R01977,2026-03-25,???,FALSE,A,Home & Living,None,149,23,88,"1,090.43",4.1%,"92,023.92","59,147.97","32,875.95",E-Wallet,FALSE,3.9,FALSE,FALSE
R02065,2026-03-25,???,FALSE,A,Home & Living,Member Day,86,17,37,907.34,9.3%,"30,449.26","19,766.62","10,682.64",Credit Card,FALSE,3,FALSE,FALSE
R02619,2026-03-25,???,FALSE,A,Food & Beverage,Member Day,113,18,148,522.80,7.2%,"71,803.93","44,039.41","27,764.52",Mobile Banking,FALSE,4.5,FALSE,FALSE
R00274,2026-03-25,???,FALSE,B,Food & Beverage,None,86,18,109,489.67,4.2%,"51,132.21","30,293.02","20,839.19",E-Wallet,FALSE,4.1,FALSE,FALSE
R00736,2026-03-25,???,FALSE,B,Food & Beverage,None,119,20,150,469.98,1.3%,"69,580.03","45,245.35","24,334.68",QR Payment,FALSE,4.4,FALSE,FALSE
R02304,2026-03-25,???,FALSE,B,Food & Beverage,None,214,33,253,529.48,3.6%,"129,136.93","79,279.14","49,857.79",QR Payment,FALSE,4.2,FALSE,FALSE
R02909,2026-03-25,???,FALSE,B,Electronics,Weekend Boost,162,28,76,"1,491.03",6.9%,"105,499.46","74,302.52","31,196.94",Cash,FALSE,4.2,FALSE,FALSE
R00221,2026-03-25,???,FALSE,C,Fashion,None,69,15,70,124.31,3.7%,"8,380.01","4,868.22","3,511.79",QR Payment,FALSE,4.8,FALSE,FALSE
R00469,2026-03-25,???,FALSE,C,Sports,Member Day,107,21,42,"1,168.37",7.4%,"45,440.42","25,374.64","20,065.78",Credit Card,FALSE,5,FALSE,FALSE
R02150,2026-03-25,???,FALSE,C,Fashion,None,127,21,99,911.93,2.6%,"87,933.93","54,148.33","33,785.60",Credit Card,FALSE,4,FALSE,FALSE
R02555,2026-03-25,???,FALSE,C,Fashion,None,106,17,97,601.79,3.7%,"56,213.60","33,422.90","22,790.70",Credit Card,FALSE,3.2,FALSE,FALSE
R02820,2026-03-25,???,FALSE,C,Food & Beverage,Member Day,110,17,129,570.82,7.7%,"67,966.14","41,798.17","26,167.97",E-Wallet,FALSE,4.5,FALSE,FALSE
R00155,2026-03-25,???,FALSE,D,Sports,Member Day,74,10,40,"1,033.73",7.3%,"38,330.53","22,216.59","16,113.94",QR Payment,FALSE,3.8,FALSE,FALSE
R01103,2026-03-25,???,FALSE,D,Fashion,None,149,25,127,548.98,3.2%,"67,489.58","35,568.53","31,921.05",E-Wallet,FALSE,4.8,FALSE,FALSE
R01670,2026-03-25,???,FALSE,E,Fashion,None,140,21,139,727.36,1.7%,"99,384.56","56,211.77","43,172.79",Cash,FALSE,4,FALSE,FALSE
R02992,2026-03-25,???,FALSE,E,Home & Living,None,96,14,38,"1,697.06",3.0%,"62,553.80","38,817.35","23,736.45",E-Wallet,FALSE,4.3,FALSE,FALSE
R00209,2026-03-26,????????,FALSE,A,Electronics,Payday Promo,149,22,71,"1,458.08",8.6%,"94,620.51","70,056.46","24,564.05",QR Payment,FALSE,4.7,FALSE,FALSE
R00659,2026-03-26,????????,FALSE,A,Beauty,Payday Promo,84,19,69,88.65,9.4%,"5,541.76","2,578.55","2,963.21",Mobile Banking,FALSE,3.8,FALSE,FALSE
R02144,2026-03-26,????????,FALSE,A,Home & Living,None,122,19,71,"1,153.28",2.9%,"79,508.18","49,804.23","29,703.95",E-Wallet,FALSE,4.4,FALSE,FALSE
R02192,2026-03-26,????????,FALSE,A,Home & Living,Weekend Boost,84,17,47,"1,007.13",9.7%,"42,743.60","28,703.30","14,040.30",E-Wallet,FALSE,3.5,FALSE,FALSE
R01086,2026-03-26,????????,FALSE,B,Fashion,Weekend Boost,147,20,127,861.50,6.4%,"102,408.24","62,741.75","39,666.49",Cash,FALSE,4.4,FALSE,FALSE
R00358,2026-03-26,????????,FALSE,C,Food & Beverage,None,93,17,98,257.40,5.0%,"23,963.87","15,202.56","8,761.31",E-Wallet,FALSE,3.9,FALSE,FALSE
R00425,2026-03-26,????????,FALSE,C,Fashion,Weekend Boost,123,19,117,462.03,8.0%,"49,732.63","29,758.55","19,974.08",E-Wallet,FALSE,3.7,FALSE,FALSE
R01530,2026-03-26,????????,FALSE,D,Food & Beverage,None,181,23,230,602.47,3.8%,"133,301.72","82,606.72","50,695.00",QR Payment,FALSE,3.5,FALSE,FALSE
R01942,2026-03-26,????????,FALSE,D,Fashion,Member Day,119,17,100,985.03,6.9%,"91,706.72","53,958.25","37,748.47",Credit Card,FALSE,4.4,FALSE,FALSE
R00043,2026-03-26,????????,FALSE,E,Fashion,Payday Promo,183,23,157,919.54,10.5%,"129,209.58","73,873.25","55,336.33",Cash,FALSE,4.3,FALSE,FALSE
R00105,2026-03-26,????????,FALSE,E,Beauty,Member Day,196,29,154,926.11,10.1%,"128,216.70","67,460.17","60,756.53",Mobile Banking,FALSE,5,FALSE,FALSE
R00496,2026-03-26,????????,FALSE,E,Fashion,Weekend Boost,101,21,89,283.04,6.0%,"23,678.84","13,990.92","9,687.92",Mobile Banking,FALSE,4.4,FALSE,FALSE
R01114,2026-03-27,?????,FALSE,A,Food & Beverage,Weekend Boost,68,16,72,492.57,6.0%,"33,336.97","20,956.82","12,380.15",Credit Card,FALSE,4.8,FALSE,FALSE
R02479,2026-03-27,?????,FALSE,A,Beauty,Weekend Boost,96,13,61,"1,347.16",5.5%,"77,656.97","37,687.03","39,969.94",Mobile Banking,FALSE,4.3,FALSE,FALSE
R02683,2026-03-27,?????,FALSE,A,Electronics,None,28,9,6,712.32,3.7%,"4,115.76","3,013.16","1,102.60",Cash,FALSE,4,FALSE,FALSE
R02775,2026-03-27,?????,FALSE,A,Beauty,None,66,17,54,57.10,2.7%,"3,000.00","1,491.27","1,508.73",Mobile Banking,FALSE,4.7,FALSE,FALSE
R00300,2026-03-27,?????,FALSE,B,Fashion,None,106,20,73,357.85,3.3%,"25,260.65","14,940.25","10,320.40",E-Wallet,FALSE,3.6,FALSE,FALSE
R00449,2026-03-27,?????,FALSE,B,Sports,Member Day,92,25,60,213.83,7.4%,"11,880.67","6,896.93","4,983.74",Credit Card,FALSE,4.1,FALSE,FALSE
R01785,2026-03-27,?????,FALSE,B,Electronics,Weekend Boost,162,23,69,"1,776.12",4.8%,"116,670.08","86,413.24","30,256.84",Mobile Banking,FALSE,4.1,FALSE,FALSE
R02396,2026-03-27,?????,FALSE,B,Food & Beverage,None,151,21,175,605.77,3.0%,"102,829.38","64,533.61","38,295.77",QR Payment,FALSE,4,FALSE,FALSE
R00859,2026-03-27,?????,FALSE,C,Food & Beverage,None,129,23,133,417.69,2.8%,"53,997.16","31,921.48","22,075.68",QR Payment,FALSE,4.8,FALSE,FALSE
R02499,2026-03-27,?????,FALSE,C,Fashion,None,93,22,69,212.25,2.0%,"14,352.58","8,652.14","5,700.44",Credit Card,FALSE,4.3,FALSE,FALSE
R02575,2026-03-27,?????,FALSE,C,Beauty,None,150,18,126,928.10,3.2%,"113,198.35","57,612.25","55,586.10",E-Wallet,FALSE,4,FALSE,FALSE
R01441,2026-03-27,?????,FALSE,D,Fashion,Clearance Sale,111,20,94,422.91,16.2%,"33,313.21","19,344.29","13,968.92",Mobile Banking,FALSE,4.1,FALSE,FALSE
R01780,2026-03-27,?????,FALSE,D,Fashion,Weekend Boost,156,25,140,794.34,7.9%,"102,422.00","62,026.09","40,395.91",Credit Card,FALSE,4.2,FALSE,FALSE
R00065,2026-03-27,?????,FALSE,E,Sports,None,118,23,65,475.08,7.0%,"28,718.78","16,866.13","11,852.65",Credit Card,FALSE,4.4,FALSE,FALSE
R00239,2026-03-27,?????,FALSE,E,Electronics,Payday Promo,129,18,67,"1,178.92",8.4%,"72,352.72","51,517.99","20,834.73",Cash,FALSE,4.3,FALSE,FALSE
R02484,2026-03-27,?????,FALSE,E,Home & Living,Weekend Boost,134,16,57,"1,764.86",6.3%,"94,259.55","61,269.40","32,990.15",Mobile Banking,FALSE,5,FALSE,FALSE
R00019,2026-03-28,?????,TRUE,A,Food & Beverage,Weekend Boost,121,21,157,445.36,7.1%,"64,956.57","39,760.72","25,195.85",Credit Card,FALSE,4.2,FALSE,FALSE
R00581,2026-03-28,?????,TRUE,A,Food & Beverage,None,125,25,140,317.36,3.3%,"42,963.56","28,635.68","14,327.88",Mobile Banking,FALSE,4.2,FALSE,FALSE
R00764,2026-03-28,?????,TRUE,A,Fashion,None,79,18,78,327.12,2.5%,"24,877.46","14,051.93","10,825.53",E-Wallet,FALSE,5,FALSE,FALSE
R01154,2026-03-28,?????,TRUE,A,Fashion,None,170,27,137,602.06,2.1%,"80,750.37","47,487.50","33,262.87",E-Wallet,FALSE,3.9,FALSE,FALSE
R01210,2026-03-28,?????,TRUE,A,Home & Living,None,110,24,69,475.07,1.5%,"32,288.36","20,772.70","11,515.66",QR Payment,FALSE,4.3,FALSE,FALSE
R01387,2026-03-28,?????,TRUE,A,Electronics,Member Day,173,29,57,"1,752.05",8.3%,"91,577.92","67,354.68","24,223.24",Cash,FALSE,4.6,FALSE,FALSE
R01941,2026-03-28,?????,TRUE,A,Beauty,None,131,18,69,"1,126.34",2.4%,"75,852.16","37,756.68","38,095.48",Credit Card,FALSE,3.4,FALSE,FALSE
R02139,2026-03-28,?????,TRUE,A,Fashion,Member Day,84,15,52,972.35,8.2%,"46,415.92","26,267.96","20,147.96",Credit Card,FALSE,4.2,FALSE,FALSE
R02676,2026-03-28,?????,TRUE,A,Beauty,None,165,28,120,763.68,5.4%,"86,692.85","44,826.43","41,866.42",Cash,FALSE,4.1,FALSE,FALSE
R00149,2026-03-28,?????,TRUE,B,Fashion,Clearance Sale,125,19,83,"1,259.66",17.4%,"86,359.51","51,127.69","35,231.82",QR Payment,FALSE,4,FALSE,FALSE
R00472,2026-03-28,?????,TRUE,B,Fashion,None,181,31,161,533.43,1.0%,"85,023.78","48,194.15","36,829.63",QR Payment,FALSE,4,FALSE,FALSE
